script,year,character,gender,line
Kaminey,,Vada Pao’s Wrapped,female,few Vada Pao’s Wrapped in a newspaper to Guddu. Both he and
Kaminey,,Lele,female,"As the train starts to move, Lele looks back at Lobo and"
Kaminey,,Lele,female,"As Lele turns around, through the iron mesh, he sees Bhope"
Kaminey,,Mikhail,male,Mikhail’s face smeared with coke as he laughs.
Kaminey,,Mikhail,male,as we see Mikhail’s lifeless body swinging ever so gently on
Kaminey,,Teri,female,Ye nala dekh raha hai..? Teri laash
Kaminey,,Lele,female,"As Lele follows Lobo’s instructions, the tire skids wildly"
Kaminey,,Lele,female,"Outside, Lele cries over a semi-conscious Lobo as Charlie"
Kaminey,,Beti ki,female,Beti ki tarah paala hai ise maine..
Kaminey,,Mikhail,male,his tracks on seeing Mikhail’s body swinging gently on the
Kaminey,,Baba ki maut,male,Baba ki maut ka zimmedaar na tu hai
Kaminey,,Kishan,male,Kishan is cleaning up the railway quarters bathroom. He
Kaminey,,Kishan,male,the door. Kishan is shaving and Guddu runs to open the door.
Kaminey,,Kishan,male,"At the cop station, Kishan sits in a corner and sobs quietly."
Kaminey,,Kishan,male,innocence. Kishan’s boss sits across the table and looks at
Kaminey,,Mikhail,male,trailer. The hammock swings in the background and Mikhail's
Kaminey,,Lele,female,sits opposite Lele who is on the phone.
Kaminey,,Lele,female,"In the background, Lele disconnects the phone. He picks up"
Kaminey,,Mikhail,male,notices Mikhail’s dead body. His eyes simmer over with rage.
Kaminey,,Lele,female,"- In another alley, Lele comes face to face with Tashi. Lele"
Kaminey,,Lele,female,"By the time, Lele turns around, Tashi has vanished through"
Kaminey,,Lele,female,The snipers on the rooftops have trained their scopes on Lele
Kaminey,,Lele,female,view and that one of them looks like Inspector Lele. Prateek
Kaminey,,Lele,female,instructs them sternly that Inspector Lele is off duty and
Kaminey,,Lele,female,and Lele slumps to the ground. Tashi panics and jumps over a
Maqbool,,Asif,male,That’s Abba ji’s brother-in-law’s turf. That Asif…
Maqbool,,Jahangir Khan,male,Jahangir Khan… he was Lalji Bhai’s right hand. Started
Maqbool,,Asif,male,"of them hold up their hand and close eyes, except Asif, who is"
Maqbool,,Asif,male,Abba ji quietly turns over the pages of a photo album as Asif sits
Maqbool,,Rukhsana,female,wedding… Rukhsana left you behind as her only living
Maqbool,,Asif,male,"sound of gunfire. They rush upstairs, to find a dead Asif."
Maqbool,,Jahangir,male,"Jahangir, I need to go visit the shrine tomorrow."
Maqbool,,Karan Johar,female,"want, sister… Just name it… Karan Johar, Subhash"
Maqbool,,Dilip Kumar,male,Dilip Kumar must be thanking his stars…
Maqbool,,Nanny,female,on the floor is being washed into the drain. The family Nanny is
Maqbool,,Mohini,female,inside to sleep. He gives Mohini a good night kiss.
Maqbool,,Abdul Chacha’s,male,At Abdul Chacha’s … in that old Muslim
Maqbool,,Abdul,male,"If it’s kebabs you’re after, try Abdul’s eatery… you"
Masaan,,Devi,female,Devi is in a shared auto-rickshaw. She covers herself with
Masaan,,Devi,female,"Devi gets off the bus, looks across the road. PIYUSH, 20,"
Masaan,,Devi,female,"Inside the small, dirty washroom, Devi changing into a saari."
Masaan,,Devi,female,Both are nervous. Devi takes his hand and puts it under her
Masaan,,Devi,female,"blouse. He gasps. Piyush moves forward to kiss her, Devi is"
Masaan,,Devi,female,"They are fully naked now, under the sheets. Devi is looking"
Masaan,,Devi,female,Piyush is screaming. Devi is shouting too.
Masaan,,Devi,female,camera to him. He takes it close to Devi’s face.
Masaan,,Devi,female,looks at Devi with a question-mark on his face. Devi is
Masaan,,Devi,female,Devi is looking at his shadow trickling out from below the
Masaan,,Devi,female,The female assistant slaps Devi across her face twice. Devi
Masaan,,Abe kop-bhavan,male,Abe kop-bhavan hai kya? Todo sasur.
Masaan,,Devi,female,Devi has her face covered in Dupatta. Her bag is on her
Masaan,,Devi,female,"Close of Devi’s face - a crestfallen, shocked, impossible"
Masaan,,Seth,male,Arre aaiye Seth ji...yeh log Vishwa-
Masaan,,Kashmir ki tarah,male,hai. Kashmir ki tarah. Marathi log
Masaan,,Devi,female,Devi is looking at the setting sun through the window. Her
Masaan,,Bas 2 baar mile,male,karwaane...! Bas 2 baar mile aur
Masaan,,Devi,female,"PATHAK looks at Devi but she is looking away, blank."
Masaan,,Devi,female,"Devi is in the kitchen, putting rice in the cooker. PATHAK is"
Masaan,,Devi,female,Devi is flicking channels on TV while PATHAK is eating rice
Masaan,,Abe,male,Abe wahi toh trick hai. Hum bolenge
Masaan,,Teri,female,Muft ke hain na! Teri treat hai!
Masaan,,Devi,female,Devi is working on a Sanskrit-text book-to-computer typing
Masaan,,Devi,female,Mishra intently watches TV and turns to look at Devi. He
Masaan,,Devi,female,stares at her for long without looking away. Devi can feel
Masaan,,Devi,female,Devi looks at him. Looks away. Goes inside the kitchen.
Masaan,,Devi,female,Pathak is shocked. He gestures to Devi to go inside. She
Masaan,,Devi,female,Pathak sits closer to Mishra. Devi is sitting on a chair
Masaan,,Devi,female,and Devi are still at their positions sitting helplessly.
Masaan,,Devi,female,Some arthi has got stuck at the sharp curve. Devi struggling
Masaan,,Devi,female,Devi is standing at a roof-top and watching the cremation
Masaan,,Devi,female,Devi seeing the pyre on fire.
Masaan,,Rani,female,lunch. Mother and Rani are sitting opposite to the men.
Masaan,,Devi,female,Devi is packing food for him. The lunch box won’t shut. She
Masaan,,Devi,female,"Devi turns around and goes inside, angry. PATHAK walks out."
Masaan,,Anushka Sharma,female,Most of them have Katrina or Anushka Sharma as profile pics.
Masaan,,Devi,female,taken aback to see Devi storming in. She goes to an empty
Masaan,,Devi,female,Devi is watching TV mindlessly. Some match the face
Masaan,,Devi,female,Devi is in a bus on the highway. Sitting on the window seat.
Masaan,,Vikram Mallah,male,Jhonta runs and joins the group. Vikram Mallah looks at
Masaan,,Devi,female,"Devi is walking towards the college from inside a gate,"
Masaan,,Devi,female,"Devi is inside the administrative office. Again, huge room"
Masaan,,Devi,female,Devi is sitting opposite a clerk. He finds the name and
Masaan,,Devi,female,"Devi struggles with her emotions, controls her voice and"
Masaan,,Devi,female,... and turns the screen again towards her. Devi looks at the
Masaan,,Devi,female,Devi is in an almost empty bus for her return journey. Sun is
Masaan,,Devi,female,PATHAK and Devi outside the coaching building. This is a
Masaan,,Bas Acharya,male,Bas Acharya ji...chal raha hai. Tum
Masaan,,Devi,female,Devi is mulling over it but PATHAK gets up.
Masaan,,Devi,female,Devi gets up too and so does Sanjay Tripathi.
Masaan,,Devi,female,Devi is at the reception desk. Explaining the course modules
Masaan,,Devi,female,Devi scribbles something on the form. Places her signature
Masaan,,Devi,female,Devi is opening the door when some one jumps on her. She is
Masaan,,Devi,female,Jhonta is also surprised by Devi’s reaction.
Masaan,,Devi,female,Devi looks at his sad face and manages a faint smile. Opens
Masaan,,Devi,female,Devi is serving meal to Jhonta. She also sits alongside with
Masaan,,Abe,male,Abe ye sab baad ki baat
Masaan,,Devi,female,"Devi is in the corridor, making a call. The phone rings and"
Masaan,,Devi,female,Devi shakes her head in frustration. Turns around to see
Masaan,,Devi,female,Devi is confused about what he is talking.
Masaan,,Devi,female,the river. He comes out with mouthful of coins. Devi is gone
Masaan,,Devi,female,Devi is looking at her desktop screen. Allahabad university
Masaan,,Devi,female,jhola of books is still on his shoulders. (Devi is mindlessly
Masaan,,Devi,female,PATHAK is about to respond to this when Devi absentmindedly
Masaan,,Devi,female,keeps on observing Devi with a defeated look.
Masaan,,Vibha ki,female,"Arre wo Sonal nahin hai, Vibha ki"
Masaan,,Nida Fazli,female,Haha. Ab yeh Nida Fazli kaun hai?
Masaan,,Bas aawaaz sun-ne,male,hoga. Bas aawaaz sun-ne ke liye
Masaan,,Bas aap wahaan se nikal,male,jaate hain. Bas aap wahaan se nikal
Masaan,,Devi,female,Devi is sitting at a small railway station - bags packed.
Masaan,,Devi,female,Devi is opening the letter and reading. It says ‘RAILWAY
Masaan,,Babu,male,Kaam adhik hai. Babu so gaya daaru
Masaan,,Devi,female,He sees Devi is a bit confused. The room is being used as a
Masaan,,Babu ko jaana pada,male,Babu ko jaana pada computer ke
Masaan,,Devi,female,Devi is not responding to his talks beyond a nod of head. He
Masaan,,Devi,female,Devi is looking for a power-point. Finds a point close-by
Masaan,,Marion,female,"Sikandar, Marion, and her 3 white friends in a shack on the"
Masaan,,Devi ki,female,Hum toh jute huye hain...Devi ki ad-
Masaan,,Devi,female,Ticket window queue is long. Sadhya ji and Devi working
Masaan,,Kumar Shukla,male,Kumar Shukla) on his lap. Devi is already eating a paratha-
Masaan,,Devi,female,Devi is reading the ticket manual while eating too.
Masaan,,Devi,female,A train has pulled in. Devi looking at people getting on it.
Masaan,,Devi,female,Devi is mildly amused by Sadhya.
Masaan,,Babu,male,"Jhonta is sitting with other kids. Babu, Munwa, Netwa, and"
Masaan,,Devi,female,Walks in inside and finds Devi asleep on the chair only. Her
Masaan,,Devi,female,PATHAK wakes up to find Devi gone to work already.
Masaan,,Devi,female,Devi is by the counter. Relatively easy traffic day. A young
Masaan,,Devi,female,"Devi is sitting in front of the desktop, porn playing on it"
Masaan,,Devi,female,in low volume. Devi’s face shows no expression.
Masaan,,Devi,female,PATHAK wakes up to find Devi is gone. Goes to the kitchen and
Masaan,,Devi,female,Devi and Sadhya ji printing tickets hurriedly. Sadhya checks
Masaan,,Devi,female,Sadhya closes the window and looks at Devi who is still
Masaan,,Devi,female,Lunch time. Sadhya eating while reading a novel. Devi eating
Masaan,,Devi,female,Devi slides her chair forward and takes a couple of spoonfuls
Masaan,,Devi,female,Devi is looking for a cycle-rickshaw outside the railway
Masaan,,Devi,female,Devi is waiting with the scooter while Sadhya is buying
Masaan,,Devi,female,liquor from a wine shop across the road. Devi is wrapping
Masaan,,Devi,female,"Devi is sitting in the bus, in a pensive mood."
Masaan,,Devi,female,"PATHAK takes the plate silently, switches the TV off. Devi"
Masaan,,Kam,male,aur Kam se kam 10 hajaar ka daav
Masaan,,Devi,female,the ghaat. Devi is taking his picture through her mobile
Masaan,,Devi,female,- Sadhya opening the door for Devi.
Masaan,,Devi,female,Devi and Sadhya having coffee at a small restaurant.
Masaan,,Devi,female,Now he looks straight into Devi’s eyes. Devi is also not
Masaan,,Devi,female,Devi suddenly feeling unsure of herself. She looks at the
Masaan,,Devi,female,hands and legs and kicking him ruthlessly. Devi is watching
Masaan,,Devi,female,Devi is packing her bags at home. She picks up the still
Masaan,,Devi,female,Devi is in the train. PATHAK carrying Jhonta in his arms -
Masaan,,Devi,female,Devi is sitting in a lecture. Taking notes diligently.
Masaan,,Devi,female,Devi is in her small room. Looking out of the window at the
Masaan,,Devi,female,Devi is at a bus stop right across the university. She
Masaan,,Devi,female,Sadhya’s joy is infectious and Devi is very happy to hear
Masaan,,Devi,female,"Devi standing in a middle-class housing lane, looking at a"
Masaan,,Devi,female,"opens the door. We see Devi’s face, trying to introduce"
Masaan,,Devi,female,"In an extreme long shot, we see Devi being slapped repeatedly"
Masaan,,Devi,female,Devi looks at Deepak for the first time.
Masaan,,Devi,female,Deepak looks at Devi and she shrugs. Both get in the boat.
Masaan,,Devi,female,Devi is sitting at the edge of the boat. Deepak is looking
Masaan,,Devi,female,"approaching ghaat. Devi jumps out first, and as Deepak is"
NEERJA,,Dilip,male,"hum hai yusuf saab ke, maane Dilip"
NEERJA,,Rajesh Khanna’s,male,follow her lead and shows them Rajesh Khanna’s steps. The
NEERJA,,Rajesh Khanna,male,"Music continues, so does the laughter and Rajesh Khanna"
NEERJA,,Rajesh Khanna,male,dancing in the quintessential Rajesh Khanna style.
NEERJA,,Al Turk,male,A car comes to a halt near a market road. Al Turk
NEERJA,,Aneesh,male,Aneesh takes a ‘Stardust’ Magazine and begins flipping
NEERJA,,Lado,male,Lado dekh! Teri ad! Kitni aunty
NEERJA,,Tina,female,when they are interrupted by two young girls- Tina and
NEERJA,,Tina,female,Pst (she points her chin to Tina
NEERJA,,Tina,female,She quickly turns to see Tina and Debina laughing at her
NEERJA,,Aneesh,male,"miss her, aur Aneesh aur Akhil"
NEERJA,,Neerja Bhanot,female,Hello. I am Neerja Bhanot and I am
NEERJA,,Gopal,male,Gopal is patiently waiting with his 5 month pregnant wife
NEERJA,,Babita,female,Babita as he watches people jostle to get out of the bus
NEERJA,,Rekha Desai,female,sister Rekha Desai and he is my
NEERJA,,Hassan,male,The Hassan family are first people to board from the rear
NEERJA,,Hanif,male,"A hassled looking Hanif, managing all the bags and a"
NEERJA,,Shakeela,female,Shakeela and Hanif both thank Neeraj as he smiles and
NEERJA,,Shakeela,female,leaves them with Shakeela grumbling at Hanif for being
NEERJA,,Hanif,male,irresponsible. Hanif ignores the woman’s mumbling like an
NEERJA,,Hanif,male,Hanif and his wife Shakeela’s teenage son Jannat and
NEERJA,,Hanif Hassan,male,Hanif Hassan [45 years old] is overloaded with everyone’s
NEERJA,,Hassan,male,Sanjana and Dolly smile and point the Hassan family
NEERJA,,Hanif Hassan’s,male,Hanif Hassan’s kids are now almost quarrelling with each
NEERJA,,Hanif,male,other to sit with Hanif but he is busy stowing the many
NEERJA,,Tina,female,An executive looking foreigner [who Tina was checking out
NEERJA,,Tina,female,As Tina takes the boarding pass from the foreigner- Carl
NEERJA,,Carl,male,Carl smiles as Tina blushes and then stops when Neerja
NEERJA,,Gopal,male,Gopal is helping his 5 month pregnant wife Babita into
NEERJA,,Babita,female,Gopal insists on taking Babita’s bag.
NEERJA,,Tina,female,The camera shows Tina serving Carl Malone a drink. He
NEERJA,,Tina,female,looks at her and smiles flirtatiously and so does Tina.
NEERJA,,Mera,female,Good morning to all of you. Mera
NEERJA,,Jack Snipes,male,Naam hai captain Jack Snipes And
NEERJA,,Fahad,male,He gives Khalil a dirty look then addresses Fahad and
NEERJA,,Ali,male,Imran Ali pretends to be upset.
NEERJA,,Fahad,male,van while Fahad and Mansoor are sitting behind.
NEERJA,,Tina,female,People are still settling down and Neerja tells Tina to
NEERJA,,Imran Ali,male,Imran Ali approaches Neerja waiting at the starboard
NEERJA,,Tayyar,male,Lambi flight aur itna load? Tayyar
NEERJA,,Imran Ali,male,Imran Ali excitedly takes them and looks at the titles.
NEERJA,,Imran Ali,male,Neerja pushes Imran Ali to the side and moves towards the
NEERJA,,Mansoor,male,as Fahad and Mansoor are hitting some passengers with
NEERJA,,Tina,female,shield. Debina shrieks and Tina is scared too. Safirini
NEERJA,,Rahul Kumar,male,Rahul Kumar gets up to stop Khalil.
NEERJA,,Mansoor,male,"Fahad, Mansoor and Safirini are pulling, dragging,"
NEERJA,,Hussain ki,male,Hussain ki jail se rihain dilwaa
NEERJA,,Tina,female,Khalil quickly drags Tina to the front section and orders
NEERJA,,Rahul Kumar,male,"He reaches Rahul Kumar, remembers him from earlier and"
NEERJA,,Rahul Kumar,male,Rahul Kumar from his seat. Rahul resist’s and the
NEERJA,,Rahul Kumar,male,Rahul Kumar is trying to wrestle out of Safirini’s
NEERJA,,Rahul Kumar,male,"scream in pain, makes her kneel down next to Rahul Kumar,"
NEERJA,,Rahul Kumar,male,still pleading Rahul Kumar and Neerja’s face. She can
NEERJA,,Rahul Kumar,male,Inzamam watches the door half open and sees Rahul Kumar
NEERJA,,Rahul Kumar,male,head. Rahul Kumar still crying- reactions of the
NEERJA,,Rahul Kumar,male,Rahul Kumar being shot next to her she looks around and
NEERJA,,Rahul Kumar,male,Inzamam is by the body. He sees Rahul Kumar take his last
NEERJA,,Lado,male,Come out Lado. kab tak chhup ke
NEERJA,,Tina,female,Neerja begins making tea and coffee and calls Tina.
NEERJA,,Tina,female,A scared Tina doesn’t know what to do. Neerja calls her
NEERJA,,Tina,female,Tina gets up and joins Neerja. Safirini and Khalil look
NEERJA,,Tina,female,Neerja tells Tina to help her collect the passports from
NEERJA,,Tina,female,"Khalil. Khalil goes towards the (huddling in fear) Tina,"
NEERJA,,Tina,female,"Debina, Sanjana and Neerja. He pulls Tina towards him and"
NEERJA,,Tina,female,"given in to their fate. Neerja, Sanjana, Debina and Tina"
NEERJA,,Fahad,male,holding. He reaches out to touch it and Fahad lets him.
NEERJA,,Imran Ali,male,Neerja looks scared towards Imran Ali who gets up from
NEERJA,,Mansoor,male,Fahad and Mansoor [who are near him] look angrily at him
NEERJA,,Imran Ali,male,Imran Ali stands in front of the terrorists and Safirini
NEERJA,,Imran Ali,male,is sitting in a corner scared as Imran Ali is trying to
NEERJA,,Imran Ali,male,kurta as he tell tells Imran Ali to operate the radio.
NEERJA,,Aneesh,male,A sad looking Aneesh is sitting with his hand on his
NEERJA,,Lado,male,"Lado mere sapno se bani hain, mere"
NEERJA,,Lado,male,Lado ka peela suit laana hain.
NEERJA,,Imran Ali,male,Debina and Imran Ali are sitting in the Business class
NEERJA,,Imran Ali,male,Imran Ali and Debina get up nervously and do as they are
NEERJA,,Mansoor,male,Heston is trying desperately to understand what Mansoor
NEERJA,,Ab jaa,male,changes suddenly) Ab jaa rahe unhe
NEERJA,,Rok lo,male,"Rok lo apne haath, inn sab ko"
NEERJA,,Imran Ali’s,male,Khalil is watching blood ooze out of a dead Imran Ali’s
NEERJA,,Rahul Kumar’s,male,parched. Suddenly one senior woman [maybe Rahul Kumar’s
NEERJA,,Tina,female,Neerja quickly goes towards the business class and Tina
NEERJA,,Tina,female,"He pushes Neerja towards the toilet, Tina spotting the"
NEERJA,,Fahad,male,toilet and there Fahad is urinating with a cigarette in
NEERJA,,Tina,female,During this time Tina has reached Sanjana and has given
NEERJA,,Tina,female,"Khalil looks at Sanjana and Tina angrily, goes towards"
NEERJA,,Lado,male,Lado aise itni jaldi thode na give
NEERJA,,Lado,male,Lado ne manaa kiya tha tumhe
NEERJA,,Tina,female,"taking his gun, Tina to get moving downstairs."
NEERJA,,Mansoor,male,Fahad and Mansoor are drained of energy and looks at
NEERJA,,Khalil,male,Neerja is watching Khalil and Safirini talk loudly.
NEERJA,,Mushtaq,male,Neerja’s father is stressed as he sees Mushtaq on the
NEERJA,,Mansoor Fahad,male,Mansoor Fahad ke saath peeche jao
NEERJA,,Fahad,male,bullets and from behind so are Fahad and Mansoor.
NEERJA,,Tina,female,Neerja calls out to Sanjana and Tina
NEERJA,,Mansoor,male,Mansoor but Mansoor is not letting go.
NEERJA,,Ali,male,"Ali the radio engineer, Anand Parekh - with many other"
NEERJA,,Tina,female,Sanjana and Tina spot Neerja’s family and not knowing how
NEERJA,,Aneesh,male,"Harish breaks down, Aneesh grips him,"
NEERJA,,Meri 3d,female,"Meri 3d, 4d ho gayi Aneesh,"
NEERJA,,Tina,female,"yet proud, raises her hand in a salute. Tina looks at"
NEERJA,,Bas ek baar,male,"Bas ek baar, mere seene se..."
Nil Battey Sannata,,Didi,female,"Didi, a woman who looks well read along with her husband is"
Nil Battey Sannata,,Didi,female,Didi’s facial expression changes to a smile as she hears the
Nil Battey Sannata,,Didi,female,Didi looks with one eye open. Chanda is standing in front of
Nil Battey Sannata,,Didi,female,Didi sitting on the dining table turns towards her husband.
Nil Battey Sannata,,Didi,female,Didi gives a cute mischievous smile to her husband and then
Nil Battey Sannata,,Salman,male,ke pass. Salman bhai ko dekha
Nil Battey Sannata,,Salman ki baat kar,male,Salman ki baat kar raha hoon main.
Nil Battey Sannata,,Amar,male,Appu puts her head down. Sweety looks at Amar who is sitting
Nil Battey Sannata,,Didi,female,"Chanda is sitting on the floor, sipping tea. Didi is sitting"
Nil Battey Sannata,,Didi,female,water to the plants takes it on the direction of Didi. Didi
Nil Battey Sannata,,Mat ja na aaj,female,"Mat ja na aaj, chaar baje ‘Yeh"
Nil Battey Sannata,,Rubina,female,Appu dancing with make-up on her face with her friend Rubina
Nil Battey Sannata,,Chanda,female,see Chanda. Rubina sneaks past Chanda giving a smile. Appu
Nil Battey Sannata,,Didi,female,Chanda looks very tired. Didi is sitting in the garden
Nil Battey Sannata,,Didi,female,Chanda still thinking. Didi uses her hand gestures to tell
Nil Battey Sannata,,Didi,female,Didi laughs harder but Chanda looks more worried.
Nil Battey Sannata,,Didi,female,Chanda looks worried. Didi gets serious.
Nil Battey Sannata,,Didi,female,Chanda looks at Didi and nods her head in yes. No words are
Nil Battey Sannata,,Didi,female,Chanda is preparing nimbu achar while chatting with Didi.
Nil Battey Sannata,,Didi,female,Chanda keeps quiet. Didi understands her problem.
Nil Battey Sannata,,Didi,female,Didi ne coaching waale Guptaji se
Nil Battey Sannata,,Didi,female,Didi takes the remote and reduces the volume and then looks
Nil Battey Sannata,,Didi,female,goes away. Didi is thinking. Chanda comes back with ironed
Nil Battey Sannata,,Didi,female,nail paint. Didi is engrossed in thinking.
Nil Battey Sannata,,Didi,female,Chanda looks at Didi for a moment and then bursts out
Nil Battey Sannata,,Didi,female,laughing. She continues to laugh and then realizes that Didi
Nil Battey Sannata,,Didi,female,Didi starts drying her nail polish with a dryer. Chanda is
Nil Battey Sannata,,Didi,female,rice boiling in the vessel kept on the stove. Didi comes and
Nil Battey Sannata,,Didi,female,Chanda is putting clothes in the cup board. Didi is not
Nil Battey Sannata,,Didi,female,Chanda is kneading dough. Didi is standing behind her.
Nil Battey Sannata,,Didi,female,"Didi is sitting on the driver seat in the car, ready to go."
Nil Battey Sannata,,Didi,female,Didi drives away. Chanda stands there looking.
Nil Battey Sannata,,Didi,female,Didi is brushing and spraying water on cactus and Chanda is
Nil Battey Sannata,,Didi,female,Didi just gives her a stern look. Chanda realizes why is it
Nil Battey Sannata,,Didi,female,Didi is sitting in front of the Principal. She has a sip of
Nil Battey Sannata,,Usko,male,Haan haan baat kar lenge... Usko
Nil Battey Sannata,,Didi,female,Didi peeps through the door and sees Chanda standing at the
Nil Battey Sannata,,Didi,female,Chanda stays quiet. Didi reacts. Principal realizes his
Nil Battey Sannata,,Mera matlab,female,Mera matlab hai woh toh kaafi
Nil Battey Sannata,,Didi,female,Principal picks up the phone. Chanda and Didi look at him.
Nil Battey Sannata,,Didi,female,Didi is driving and Chanda is sitting next to her. Didi is
Nil Battey Sannata,,Amar,male,"empty. But she first asks through her expression, Amar"
Nil Battey Sannata,,Amar,male,out in her normal clothes. Amar out of the loo too watches
Nil Battey Sannata,,Didi,female,Chanda is cooking. Didi opens the fridge takes out Kaju katri
Nil Battey Sannata,,Didi,female,box. Offers it to Chanda. She nods in a ‘NO’. Didi taking one
Nil Battey Sannata,,Didi,female,Chanda nods. Didi relishes the taste of Kaju Katri.
Nil Battey Sannata,,Didi,female,Aur kaisa hoga Didi. Bacche mujhe
Nil Battey Sannata,,Didi,female,Didi smiles at the example. Chanda lightens up.
Nil Battey Sannata,,Amar,male,Chanda avoids eye contact with the teacher. Amar puts his
Nil Battey Sannata,,Amar,male,Chanda sitting next to Amar asks him.
Nil Battey Sannata,,Amar,male,Pintu are looking at Chanda and Amar chat.
Nil Battey Sannata,,Amar,male,sits down. A chalk hits her. She keeps quiet. Amar notices
Nil Battey Sannata,,Amar,male,complicated equation (binomial theorem) written on it. Amar
Nil Battey Sannata,,Amar,male,Recess time. Chanda offering her dabba to a reluctant Amar.
Nil Battey Sannata,,Amar,male,Amar shakes his head in a no. Both of them smile. Appu
Nil Battey Sannata,,Amar,male,Amar making some corrections in Chanda’s book. Chanda nodding
Nil Battey Sannata,,Teri,female,Teri tarah class ke baahar nahi
Nil Battey Sannata,,Didi,female,Chanda showing Didi her book. Didi looking at it curiously
Nil Battey Sannata,,Didi,female,anything. Chanda also doubtfully looking at didi. Didi slowly
Nil Battey Sannata,,Amar,male,Chanda and Amar talking at the corridor.
Nil Battey Sannata,,Amar,male,Chanda looks at Amar and then smiles sympathetically.
Nil Battey Sannata,,Amar,male,Chanda is sitting with Amar. That’s when Pintu and Sweety
Nil Battey Sannata,,Amar,male,"Amar doesn’t react, Sweety and Pintu giggle. Pintu eats a"
Nil Battey Sannata,,Amar,male,"today. Amar quietly observes. Appu looks down, eat and does"
Nil Battey Sannata,,Didi,female,Didi comes out of the bathroom and continues the conversation
Nil Battey Sannata,,Didi ki,female,Main soch rahi thi Didi ki 10th
Nil Battey Sannata,,Amar,male,Amar is teaching Chanda on the blackboard. The class is
Nil Battey Sannata,,Amar,male,Amar stops and looks at her.
Nil Battey Sannata,,Chanda Sahay,female,Chanda Sahay jinhone late start ke
Nil Battey Sannata,,Amar,male,clapping and looks pissed. Then she looks at Amar and say her
Nil Battey Sannata,,Amar,male,really sad. Amar notices this and is intrigued.
Nil Battey Sannata,,Chanda,female,first time she is not watching TV. As Chanda enters Appu
Nil Battey Sannata,,Amar,male,Amar notices this. It’s the Maths period next. Appu sits and
Nil Battey Sannata,,Amar,male,the students. Amar and Appu stop talking.
Nil Battey Sannata,,Amar,male,trying hard to solve it. She looks at Amar in surprise as he
Nil Battey Sannata,,Amar,male,Amar raise his hand at last. The professor comes to his place
Nil Battey Sannata,,Amar,male,Amar stands up Appu looks at him with respect.
Nil Battey Sannata,,Amar,male,Appu wonders. Amar takes out the notebook and shows her the
Nil Battey Sannata,,Didi,female,Chanda is happy in the kitchen. Didi is looking at her.
Nil Battey Sannata,,Bas isi tarah mann laga ke,male,Bas isi tarah mann laga ke padhti
Nil Battey Sannata,,Didi,female,Chanda smiles as she understands what Didi is trying to tell
Nil Battey Sannata,,Didi,female,place. Didi is happy to see her dedication.
Nil Battey Sannata,,Amar,male,"Amar teaching Appu, chanda sees through the classroom window."
Nil Battey Sannata,,Amar,male,Amar smiles to himself. The test paper shows 49 on 50.
Nil Battey Sannata,,Amar,male,exchanges a smile with the principal as well. Amar notices
Nil Battey Sannata,,Didi,female,"Chanda not in a great mood, tired looking is helping Didi in"
Nil Battey Sannata,,Didi,female,Didi fridge saaf kar diya hai aur
Nil Battey Sannata,,Didi,female,Didi smiles but gets the whiff of the situation the chanda is
Nil Battey Sannata,,Didi,female,Didi puts her hand on her shoulders and hands over an
Nil Battey Sannata,,Didi,female,"Chanda tries to smile, still teary eyed. Didi is still trying"
Nil Battey Sannata,,Amar,male,Suddenly Appu looks at Chanda sitting next to Amar and gets
Nil Battey Sannata,,Didi,female,Didi. Mujhe kaam ki jaroorat hai.
Nil Battey Sannata,,Amar,male,Amar chatting with Chanda and giving her a number scribbled
Nil Battey Sannata,,Amar,male,pointing to Amar brother. Amar brother shows the utensil
Nil Battey Sannata,,Amar,male,Sweety and Pintu enter shyly as Amar teaches Chanda. Amar and
Nil Battey Sannata,,Amar,male,when she looks up and sees its Amar brother.
Nil Battey Sannata,,Amar,male,Amar are relaxed. Sweety-Pintu look a little nervous but
Nil Battey Sannata,,Mar kyun,female,Mar kyun nahin jaati tu kutiya...
Nil Battey Sannata,,Amar,male,Chanda is absent when her name is called. Amar wonders.
Nil Battey Sannata,,Amar,male,Amar says nothing on the way. He drives Appu to the Dhaba.
Nil Battey Sannata,,Amar,male,"almost out of the town. Amar stops a little before, parks his"
Nil Battey Sannata,,Amar,male,Amar enters the dhaba from the back end. Old Punjabi numbers
Nil Battey Sannata,,Chanda,female,We see Chanda’s just woken up face smiling.
Nil Battey Sannata,,Amar,male,not say anything. Appu looks sad. Amar looks down and all the
Nil Battey Sannata,,Amar,male,"Sweety, Pintu and Amar are attentive now. Chanda is"
Nil Battey Sannata,,Amar,male,Amar has tears in her eyes but he smiles. Chanda is looking
Nil Battey Sannata,,Didi,female,Didi is back. She has brought a nice pen for Appu. Appu
Nil Battey Sannata,,Didi,female,smiles as she takes the pen from Didi. Chanda also stretches
Nil Battey Sannata,,Didi,female,her hand as if asking something from Didi. Didi just gives
Nil Battey Sannata,,Amar,male,Amar is studying with Appu. Chanda is trying to understand
Nil Battey Sannata,,Bas,male,Bas apne sapne ko apni nazron se
Pink,,Andrea,female,Andrea is sitting in between them and she is
Pink,,Andrea,female,"Minal turns back to look at Andrea, trembling."
Pink,,Falak Holds Andrea's,female,Minal calms down. Falak Holds Andrea's hand for
Pink,,Uday,male,Dr. Uday begins to pick up and discard shards of
